Date,AMBIENT_TEMP,FAN_CURRENT,GEARBOX_OIL_TEMP,CWP_INTK_PIT_TEMP,CONDR_TEMP_RISE
2025-11-27 00:00:00,22.483570765056164,58.99355436586002,59.598573800204946,24.27657732636783,8.273012790070132
2025-11-27 01:00:00,19.308678494144075,54.246336829127685,63.84385063427586,27.418844967661496,9.937593022121833
2025-11-27 02:00:00,23.23844269050346,45.59630369920174,58.66064063200031,28.75918339973507,10.036033744088893
2025-11-27 03:00:00,27.615149282040125,38.53063222294426,62.53630776288768,35.66306297202057,10.945260691686812
2025-11-27 04:00:00,18.829233126383322,51.9822331361359,49.85108266436971,31.669659373601274,7.266283273438347
2025-11-27 05:00:00,18.8293152152541,48.934853854217494,66.70634965898351,25.99355529270033,11.18513454769466
2025-11-27 06:00:00,27.896064077536955,53.95193220027732,65.0096438028978,31.45810886825291,4.59121673679445
2025-11-27 07:00:00,23.837173645764544,51.351718016819696,58.463290951454475,25.358088033184902,8.74023089527238
2025-11-27 08:00:00,17.65262807032524,55.49552715319335,70.27396534745924,33.24807316166122,9.023452315096911
2025-11-27 09:00:00,22.712800217929825,39.64764788439432,72.50056110101247,28.586626044546364,11.266653652142477
2025-11-27 10:00:00,17.682911535937688,58.173940656343255,52.13952108504821,29.719091433782488,10.045261705353738
2025-11-27 11:00:00,17.671351232148716,46.975996046923996,58.89820177147028,33.97738994262657,7.188873892287427
2025-11-27 12:00:00,21.20981135783017,65.75260872625266,58.846861201701614,26.13850929424725,8.03001374836597
2025-11-27 13:00:00,10.43359877671101,38.10812181910432,57.480775191129084,25.808645444661025,10.397360019094814
2025-11-27 14:00:00,11.375410837434837,62.359638031652494,71.63579873545399,28.249202020961985,9.841865316270887
2025-11-27 15:00:00,17.188562353795138,46.979107834626475,63.44939088981757,33.11513655305795,8.841751780728506
2025-11-27 16:00:00,14.93584439832788,38.48581996385552,62.883881269515115,25.44196177356947,9.038332420976042
2025-11-27 17:00:00,21.571236662976368,40.16114165945678,48.96910108474597,21.50353320566829,11.392335994318579
2025-11-27 18:00:00,15.459879622393945,41.7965269180568,70.08334424167381,28.646523424773005,8.964614854261571
2025-11-27 19:00:00,12.938481493323541,49.241659464019165,55.08593284117222,31.65522239973276,9.823817511941854
2025-11-27 20:00:00,27.32824384460777,50.228354880355,65.47946104213062,33.600785249216486,14.339873176161085
2025-11-27 21:00:00,18.871118497567323,39.26299996061421,67.21901550366553,28.610515913743804,7.152634726232154
2025-11-27 22:00:00,20.33764102343962,44.756454077390174,75.8852687667092,28.765720178651993,6.296314536850683
2025-11-27 23:00:00,12.876259068932717,66.42270358611864,54.529436807047105,33.46170220276724,11.567179329597213
2025-11-28 00:00:00,17.278086377374088,62.275431701007115,40.8439027534334,24.390774900913737,8.642713877411794
2025-11-28 01:00:00,20.55461294854933,49.36323669674032,66.47079635802956,28.83443767445097,9.36352494451476
2025-11-28 02:00:00,14.245032112888486,45.380034781682,79.40408945208682,30.57127166977517,8.437687243737772
2025-11-28 03:00:00,21.87849009172836,46.200313267182615,74.9115708235155,31.347656163855103,9.480399718464975
2025-11-28 04:00:00,16.996806550405974,51.13517972730417,66.677275322197,28.47057992042735,13.197076224192681
2025-11-28 05:00:00,18.541531251033618,34.77207434801594,61.06691051494362,30.103323035117523,11.604256917236238
2025-11-28 06:00:00,16.991466938853016,42.42623462576655,71.45698077309848,22.535017939761033,11.724447023773955
2025-11-28 07:00:00,29.261390922544688,28.314159261224102,57.21163040236425,28.025254762998454,7.167545888414709
2025-11-28 08:00:00,19.93251387631033,48.992231226052795,68.81086215484976,31.360526137663403,7.6976925268942615
2025-11-28 09:00:00,14.711445355220501,51.47195939702741,69.04376127333302,27.05311789723596,4.321842681029146
2025-11-28 10:00:00,24.112724560515947,40.16813537700626,73.48167925999104,30.17695266476879,8.381238357834492
2025-11-28 11:00:00,13.895781750144888,60.73986763290033,87.07728031128862,31.340617502408094,11.913406372771316
2025-11-28 12:00:00,21.044317975023777,32.74234336997659,68.13932773743014,28.972352397426704,11.033893031496742
2025-11-28 13:00:00,10.201649380601122,30.3562511979018,60.92829099434001,30.511391312989712,9.556973474095752
2025-11-28 14:00:00,13.359069755507848,47.244518185599716,64.79540550246405,27.111802304146163,9.955399432563894
2025-11-28 15:00:00,20.984306179345616,55.470983026121544,50.847392760887054,29.38016616091186,8.622228914849188
2025-11-28 16:00:00,23.692332899977053,61.83927691457869,59.442294951287536,31.830648508767666,10.409517764803569
2025-11-28 17:00:00,20.85684140594985,40.4111573713106,61.72574049509517,30.470918882905302,11.531756558961229
2025-11-28 18:00:00,19.421758588058797,55.78680833431296,60.80729281652326,28.240406191308193,6.768226425179055
2025-11-28 19:00:00,18.494481522053555,44.61491530499293,66.21883897626978,30.67264921287238,10.599295375674696
2025-11-28 20:00:00,12.607390048162863,43.273727000591805,58.420640540942394,32.14382937190985,11.864869741909335
2025-11-28 21:00:00,16.400778958026457,53.83659937486672,73.96824533859578,23.850176164267566,9.169799422073261
2025-11-28 22:00:00,17.696806145201062,51.5232287841342,65.00165651934557,33.47722219486769,11.401401224241168
2025-11-28 23:00:00,25.28561113109458,29.236078430157505,64.92559743089099,28.991235783956785,15.629308888945106
2025-11-29 00:00:00,21.71809144784231,59.76540349725896,62.376842267896656,31.27646979972069,9.791314414026216
2025-11-29 01:00:00,11.18479922318633,58.800913541474515,66.24152547087184,33.59174077093569,10.786614100010649
2025-11-29 02:00:00,21.620419846973974,150.0,71.60078611734107,25.884978908308604,8.523885832677216
2025-11-29 03:00:00,18.074588597918417,48.95803533437409,58.0629582743128,27.87167699271736,10.362502325204101
2025-11-29 04:00:00,16.615389998470206,49.94030186282739,59.73506808739795,29.134353912372884,10.920543249964608
2025-11-29 05:00:00,23.05838144420434,47.60673765823907,62.57019176978668,27.648739436626716,10.389684680540276
2025-11-29 06:00:00,25.154997612479754,39.4969484615458,54.23303261221428,35.20480972751042,7.9606093605822865
2025-11-29 07:00:00,24.656400595580994,38.283766320619485,58.44593712222802,27.429683718519623,10.412723542650902
2025-11-29 08:00:00,15.803912383886807,44.744459290085544,61.19023301164273,28.3333596615394,12.924391877435273
2025-11-29 09:00:00,18.453938120743928,56.72729019259365,71.99511344570182,30.61316709480893,10.897271529029055
2025-11-29 10:00:00,21.65631715701782,50.43600154594432,67.10049063201541,26.393551421771733,11.923974378143683
2025-11-29 11:00:00,24.877725635611796,41.29385667913894,66.54871929094035,28.81295786473121,9.525976059974745
2025-11-29 12:00:00,17.60412881077355,52.716987106483444,71.80718369734377,30.952359783750524,11.49980047884742
2025-11-29 13:00:00,19.071705116680914,16.514573793699245,63.90102569280483,29.00141878685247,10.558535676433053
2025-11-29 14:00:00,14.468325129969859,56.48765700372103,68.12371879943112,29.719839423300154,8.098178540625536
2025-11-29 15:00:00,14.018966879596647,27.602862212219005,64.17422597654003,28.412003662654886,10.63704200959775
2025-11-29 16:00:00,24.062629111970992,41.37559058596868,67.12289879519703,25.4565890724577,8.016606673119378
2025-11-29 17:00:00,26.781200142854114,33.803301053738565,60.33793073910734,30.964779634017717,8.734239450230415
2025-11-29 18:00:00,19.63994939209833,32.053185242790946,45.48946273378857,35.264799214941725,10.378656614584749
2025-11-29 19:00:00,25.01766448946012,56.608267873785195,63.92576670250957,30.055204892350314,10.594488546760248
2025-11-29 20:00:00,21.80818012523817,40.32298798688109,76.38198508879952,30.67579235174265,7.621535069845741
2025-11-29 21:00:00,16.77440122697438,48.46503881730716,72.40972321793274,32.07816826535058,12.107971542365753
2025-11-29 22:00:00,21.80697802754207,44.53079421120816,72.72317987672936,26.1920085103599,11.144012556600945
2025-11-29 23:00:00,27.690182832329846,49.770408272231215,74.88904577444974,35.10754397438882,8.590543128778233
2025-11-30 00:00:00,19.820869804450243,45.768218910602556,65.7092607276915,30.606986389268407,6.924830407101649
